Sanskrit Term,English/Hindi Term
,saMvAxa_10
,saMvAxaxAwA_3
,saMvAxaka_1
,saMvAxaka_2
,saMvAxI_1
,saMvAxI_5
,sazvAra_7
,sazvAra_8
,sazvAra_9
,sazvAra_10
,sazvAra_13
,saMviXAnika_1
,saMvexana_4
,saMvexanA_5
,saMvexI_3
,saMSaya_4
,saMSaya_6
,saMSaya_7
,saMSaya_8
,saMSayAwmaka_3
,saMSayAlu_1
,saMSayAlu_4
,saMSayAlu_5
,saMSayI_2
,saMSoXaka_1
,saMSoXana_6
,saMSoXana_8
,saMSraya_2
,saMSraya_5
,saMSliRta_3
,saMsakwa_3
,saMsakwa_4
,saMsakwa_7
,saMsakwa_9
,saMsaxIya_1
,saMsarga_8
,saMsarga_9
,saMsargI_1
,saMsArarUpI_1
,saMsArI_1
,saMsArI_2
,saMsArI_4
,saMsI_1
,saMskAra_9
,saMskAra_11
,saMskAra_13
,saMskAra_15
,saMskAra_17
,saMskAra_18
,saMskAra_19
,saMskqwa_6
,saMskqwa_8
,saMsWApana_6
,saMsWApiwa_1
,saMsWApiwa_3
,saMspqRta_1
,saMhawa_5
,saMhawa_9
,saMhawa_11
,saMhawa_13
,saMhawi_10
,saMhAra_3
,saMhAra_4
,saMhArakArI_1
,sazhAra_1
,saMhAraka_3
,saMhAriwa_1
,saMhAriwa_3
,saMhiwa_1
,sa_1
,sa_2
,saAxawa_2
,sakaMtaka_3
,sakawA_2
,sakarA_1
,sakarAI_1
,sakarmaka_2
,sakA_1
,sakA_2
,sakA_3
,sakAma_4
,sakArAwmaka_2
,sakArAwmaka_3
,sakuca_2
,sakuca_4
,sakuca_5
,sakuca_8
,sakucAI_1
,sakucAI_4
,sakucAI_5
,sakucIlA_1
,sakulya_1
,sakqw_1
,sakqw_3
,sakewa_1
,sakewa_2
,sakewa_3
,sakewa_4
,sakelA_1
,sakopa_1
,sakorI_1
,sakoha_1
,sakwi_1
,sakwi_2
,sakwivAna_1
,sakwivAna_2
,sakWi_1
,sakRamawA_2
,saKa_1
,saKa_2
,saKZwa_1
,saKZwa_2
,saKZwa_3
,saKZwa_5
,saKZwa_6
,saKZwa_7
,saKZwa_8
,saKZwI_1
,saKZwI_2
,saKZwI_3
,saKZwI_4
,saKZwI_5
,saKZwI_6
,saKya_3
,saguNa_3
,saguniyA_4
,saggadZa_1
,saGana_5
,saGana_6
,saMGanawA_2
,saMGAra_1
,saccixAnaMxa_1
,sacAI_6
,sacAI_7
,sacAI_8
,saciMwa_1
,saci_2
,saciwra_2
,sacu_1
,sacu_2
,sacu_3
,sacewa_5
,sacewa_6
,sacewa_7
,sacewa_8
,sacewanawA_1
,sacca_1
,saccA_9
,saja_10
,saja_12
,sajaxAra_1
,sajaMjala_1
,sajaMjala_3
,sajagawA_1
,sajanI_3
,sajanI_4
,sajala_4
,sajala_5
,sajZA_1
,sajAI_1
,sajAI_2
,sajA_5
,sajAvata_3
,sajZAvalI_1
,sajIlApana_1
,sajIlApana_2
,sajIva_6
,sajIva_7
,sajIva_10
,sajjana_4
,sajjana_5
,sajjana_6
,sajjanawA_2
,sajjanawA_4
,sajjA_5
,sajjA_8
,sajjA_9
,sajFAwa_1
,sajFAwa_3
,sajFAnawA_2
,sataka_1
,sataka_3
,sataka_4
,sataka_5
,sataka_7
,satakA_1
,satakAra_4
,satakArI_1
,satakArI_2
,satapata_1
,satapata_2
,satapata_3
,satA_2
,satA_3
,satAsata_1
,satiyA_1
,sattA_2
,sattI_1
,saTorA_1
,sadZaka_1
,sadZaka_2
,sadZana_1
,sadZana_2
,sadZana_4
,sadZa_1
,sadZa_2
,sadZa_3
,sadZAnA_1
,sadZAyazXa_1
,saw_6
,saw_7
,saw_8
,saw_10
,saw_11
,saw_13
,sawkArakara_1
,sawa_7
,sawa_9
,sawagunA_1
,sawawa_8
,sawawa_9
,sawawa_10
,sawawa_11
,sawawa_12
,sawawa_13
,sawarka_6
,sawarkawA_2
,sawarkawA_3
,sawavaMwI_1
,sawavaMwI_2
,sawAU_1
,sawAU_2
,sawAU_4
,sawA_4
,sawA_5
,sawA_6
,sawA_7
,sawI_1
,sawIla_1
,sawUnA_1
,sawUnA_2
,saMwwa_1
,saMwwa_2
,saMwwa_3
,saMwwa_4
,saMwwa_5
,saMwwa_7
,saMwwa_8
,saMwwa_9
,sawwA_8
,sawwAvAxI_1
,sawwA_11
,sawwU_2
,sawwva_9
,sawwva_11
,sawwva_13
,sawwva_14
,sawwva_16
,sawwva_18
,sawwva_19
,sawyaM_2
,sawya_3
,sawya_4
,sawya_5
,sawya_7
,sawya_8
,sawya_10
,sawya_12
,sawya_14
,sawya_16
,sawya_20
,sawyavrawa_1
,sawyavrawa_2
,sawyA_1
,sawyA_2
,sawyAnASa_1
,sawyAnASI_3
,sawyAnASI_4
,sawra_2
,sawvara_5
,sawvara_6
,saWarA_1
,saWarAva_1
,saWiyA_1
,saxa_1
,saxa_3
,saxguru_1
,saxguNa_1
,saxana_4
,saxana_5
,saxana_6
,saxana_7
,saxa_4
,saxaya_3
,saxara_4
,saxara_6
,saxara_7
,saxara_8
,saxara_9
,saxasya_2
,saxAnaMxa_1
,saxA_6
,saxA_7
,saxAkZawa_1
,saxAkZawa_2
,saxqSa_4
,saxqSa_5
,saxeha_4
,saxeha_6
,saxeha_7
,saxoRa_3
,saxoRa_4
,saXana_1
,saXA_2
,saXA_3
,saXA_4
,saXA_5
,saXAva_3
,saXAva_5
,sana_5
,sana_6
,sana_8
,sana_10
,sana_12
,sana_14
,sana_16
,sana_18
,sana_19
,sanaka_7
,sanaka_10
,sanakIpana_1
,sanaxa_4
,sananA_1
,sanama_3
,sanasanA_1
,sanasanA_2
,sanasanA_3
,sanasanA_4
,sanasanA_5
,sanasanA_6
,sanasanIKZejZa_1
,sanAha_2
,sanAha_3
,sannAtA_5
,sannA_1
,sannikarRa_4
,sanniXa_1
,sanniXAna_4
,sannipAwa_1
,sannipAwa_2
,sannipAwa_3
,sannipAwa_4
,sannipAwa_5
,sanniviRta_4
,sanniveSa_4
,sanniveSa_6
,sapakRa_2
,sapanA_2
,saparA_1
,saparA_2
,sapalAI_1
,sapAtA_4
,sapAtA_5
,sapAtA_6
,sapInA_1
,saprANa_1
,saprIwi_1
,saPZa_3
,saPZara_1
,saPZarI_1
,saPZarI_3
,saPZarI_5
,saPala_5
,saPalIBUwa_3
,saPZahA_1
,saPZahA_2
,saPZAyA_1
,saPZAI_1
,saPZAI_3
,saPZAI_4
,saPZAI_5
,saPZAI_7
,saPZAI_8
,saPZAI_9
,saPZAI_11
,saPZAI_13
,saPZIra_1
,saPZIra_3
,saPZexa_1
,saPZexa_2
,saPZexa_4
,saPZexA_1
,saPZexI_1
,saPZexI_3
,saPZexI_4
,sabakZa_1
,sabaxarA_1
,sababa_3
,sabarwa_1
,sabarwa_2
,sabalawA_1
,sabalAI_1
,sabalAI_2
,sabIla_2
,sabUwa_4
,sabjZa_1
,sabjZa_2
,sabjZa_4
,sabjZI_1
,sabjZI_2
,sabra_3
,saBA_6
,saBApawiwva_1
,saBya_5
,saBya_6
,saByawA_5
,samaMjasa_1
,samaMjasa_2
,samaMjasa_3
,samaMjasa_4
,samaMjasa_5
,samaMjasa_6
,samaMjasa_7
,samaMjasa_9
,samaMjasa_10
,samaMjasa_12
,sam_1
,sama_4
,sama_5
,sama_8
,sama_9
,sama_10
,sama_12
,samawala_4
,samaxarSI_3
,samaBAva_1
,samarasa_3
,samavayaska_1
,samavarwI_4
,samIkaraNa_2
,samIkaraNa_5
,samIkaraNa_6
,samagrawA_1
,samaJa_13
,samaJa_14
,samaJa_15
,samaJaxAra_6
,samaJa_18
,samaJA_3
,samaJA_6
,samaJAvA_1
,samaJOwA_7
,samaJOwAhIna_1
,samawA_9
,samawA_10
,samawA_12
,samanvaya_6
,samanvaya_8
,samanvaya_9
,samanvayakArI_1
,samanvayana_1
,samanvayana_3
,samanvayI_1
,samapAxakIya_1
,samapAxakIya_2
,samamiwa_2
,samamiwa_3
,samamiwa_5
,samaya_8
,samaya_11
,samayociwa_2
,samarAt_1
,samarWa_4
,samarWaka_5
,samarWana_2
,samarWiwa_1
,samarpiwa_5
,samala_1
,samala_2
,samala_3
,samavAya_5
,samavewa_1
,samaswa_5
,samaswa_7
,samasyAmUlaka_1
,samAz_11
,samAzbazXanA_1
,samA_3
,samAI_4
,samAKyA_1
,samAgawa_8
,samAcAra_3
,samAja_4
,samAjavAxI_1
,samAjawa_1
,samAjawa_2
,samAXAna_2
,samAXAna_6
,samAXAnakAraka_1
,samAXAnakAraka_2
,samAXAnakAraka_4
,samAna_8
,samAna_9
,samAna_11
,samAnArWa_2
,samAnArWaka_2
,samAnawA_3
,samA_4
,samA_5
,samApana_3
,samApana_5
,samApana_7
,samApanna_1
,samApanna_3
,samApwa_6
,samApwi_5
,samApwi_7
,samAyojana_3
,samAroha_4
,samAroha_6
,samAroha_7
,samAva_1
,samAveSana_1
,samAsa_4
,samAsa_6
,samAhiwa_3
,samiXa_1
,samIkRaNa_3
,samIkRA_5
,samIkRA_6
,samIkRiwa_1
,samIcIna_6
,samIcInawA_1
,samIcInawA_2
,samIpavarwI_4
,samIpawA_1
,samIpawA_2
,samIpI_1
,samIra_3
,samIra_4
,samuccayArWakZa_1
,samucciwa_1
,samucciwa_3
,samuxaya_1
,samuxaya_2
,samuxAya_12
,samuxragAmI_1
,samuxrI_2
,samuxrI_3
,samuha_1
,samUla_1
,samUla_2
,samUla_3
,samUha_11
,samUhana_1
,samUhana_2
,samqxXa_2
,samqxXa_3
,samqxXa_4
,samqxXa_7
,sameta_4
,sammawa_2
,sammawa_4
,sammawa_5
,sammawa_7
,sammawi_4
,sammawi_5
,sammAna_4
,sammAnajanaka_1
,sammAnana_1
,sammAniwa_3
,sammAniwa_4
,sammilana_3
,sammilana_5
,sammiliwa_9
,sammiliwa_11
,sammoha_6
,sammohaka_1
,sammohaka_2
,sammohana_1
,sammohiwa_1
,samyak_8
,samyak_9
,samyak_10
,samyak_11
,samyak_12
,samrAta_2
,sayAna_2
,sayAna_3
,sayAnA_3
,sayAnA_4
,sayAnA_6
,sayAnApana_1
,sayAnApana_3
,sara_1
,sara_3
,saravara_3
,saraMjAma_4
,saraMjAma_5
,saraMjAma_6
,sara_5
,sara_6
,saragZanA_1
,saragarma_1
,saragarma_2
,saragarmI_1
,sarajZora_2
,saranAma_1
,saranAma_3
,sarabulaMxa_1
,sareAma_1
,sareAma_2
,sara_9
,saraka_6
,saraka_8
,saraka_10
,saraka_11
,sarakaMdA_1
,saraka_13
,saraka_14
,saraka_15
,sarakAra_3
,sarakAra_4
,sarakAra_5
,saragZanA_3
,saragama_1
,sarajIvana_1
,sarajIvana_2
,saraNI_1
,saraNI_2
,saraNI_3
,sarawAna_1
,sarawAna_2
,saraxAra_5
,sara_10
,sarapata_3
,sarapata_4
,sarapata_6
,sarapawa_1
,sarapawa_2
,saraba_1
,sarabari_1
,sarabarI_2
,saramAyA_2
,saramAyA_3
,sarala_8
,sarala_9
,sarala_10
,saralawA_1
,saralawA_3
,saralawA_4
,saravara_4
,sarasa_8
,sarasa_9
,sarasa_10
,sarasa_11
,sarasa_15
,saras_1
,saras_3
,sarasawA_2
,sarasara_1
,sarasarA_1
,sarasarA_2
,sarasarA_3
,sarasarA_4
,sarasarAnA_1
,sarasarA_5
,sarasarAhata_2
,sarasarI_3
,sarasAma_1
,sarasI_1
,sarahaxa_3
,sarA_2
,sarApa_1
,sarAPZA_2
,sarAPZI_2
,sarAya_4
,sarAlI_1
,sarAsarI_2
,sarAsarI_3
,sarAha_5
,sarAha_6
,sari_5
,sarI_1
,sarI_2
,sarI_3
,saruRa_2
,sarUpawA_2
,sareKA_1
,sareKA_2
,saresa_1
,saresa_3
,saroMta_1
,saroMta_2
,saro_1
,saro_2
,sarojinI_1
,sarojinI_2
,sarokAra_3
,saroRa_3
,sarosAmAna_1
,sarosAmAna_2
,sarosAmAna_4
,sarjana_3
,sartiPZiketa_1
,sartiPZiketa_2
,sarxa_5
,sarxa_6
,sarrAtA_1
,sarrAPZa_2
,sarrAPZA_1
,sarrAPZI_1
,sarva_3
,sarva_4
,sarva_5
,sarva_6
,sarva_7
,sarva_11
,sarvakAlIna_1
,sarvakRamA_1
,sarvawa_4
,sarvavyApaka_2
,sarvaSreRTa_1
,sarvaSreRTa_2
,sarvAMgINa_1
,sarvAMgINa_2
,sarvekRaka_1
,sarvocCa_1
,sarvopari_1
,sarvawra_4
,sarvaWA_3
,sarvaWA_4
,sala_2
,sala_3
,salawanawa_1
,salasalAhata_1
,salAI_3
,salAma_3
,salAma_4
,salAmawa_5
,salAmawa_7
,salAmawI_3
,salAmawI_4
,salAhakAra_4
,salIkZA_3
,salIkZA_5
,salIkZA_7
,salIkZA_9
,salIla_1
,saloka_1
,salonA_3
,salonApana_2
,sallU_1
,sallU_2
,savAmiwva_3
,savAyA_1
,savAra_4
,savAra_6
,savAra_7
,savArI_11
,savAla_6
,savAla_8
,savAla_13
,savAla_14
,savAlAwa_1
,savAliyA_3
,saviwA_1
,savya_1
,saSaMkiwa_1
,saSaswra_2
,saha_1
,saha_3
,saha_4
,sahakAra_1
,sahakAra_2
,sahakAriwA_1
,sahakArI_2
,sahakArI_3
,sahakArI_5
,sahakArya_1
,sahagamana_1
,sahagAmI_1
,sahacara_1
,sahaja_8
,sahaja_9
,sahaja_11
,sahajAwa_1
,sahawA_1
,sahana_5
,sahanaSIla_2
,sahanaSIla_3
,sahana_6
,saha_7
,sahanA_2
,sahaBAgI_1
,sahaBAgI_2
,sahama_1
,sahamanAka_1
,sahamawi_2
,sahayogI_3
,sahayogI_4
,sahayogI_6
,saharA_2
,saharAI_1
,saharAI_3
,sahalAhata_1
,sahalAhata_3
,sahalAhata_5
,sahas_1
,sahas_2
,sahas_3
,sahasA_4
,sahAU_1
,sahAya_4
,sahAya_5
,sahAyaka_4
,sahAyaka_7
,sahAyaka_8
,sahAyikA_1
,sahAra_4
,sahAra_1
,sahAra_2
,sahAra_3
,sahArA_8
,sahArA_9
,sahArA_11
,sahiRNu_3
,sahiRNu_4
,sahiRNuwA_1
,sahI_3
,sahI_4
,sahI_6
,sahUliyawa_3
,sahqxaya_6
,saheja_2
,sAzka_1
,sAzka_2
,sAzkara_1
,sAzkara_4
,sAzkara_5
,sAzkara_6
,sAzkala_2
,sAzkala_4
,sAzkala_5
,sAMkewika_6
,sAzKA_1
,sAzKO_1
,sAMKyikZI_1
,sAMKyikIya_1
,sAzga_1
,sAzga_2
,sAzgI_1
,sAzgI_2
,sAzgI_3
,sAzcA_6
,sAzcA_7
,sAzcI_2
,sAzJa_3
,sAzJI_1
,sAzta_2
,sAzta_4
,sAzta_6
,sAzta_9
,sAzta_10
,sAzta_11
,sAzta_12
,sAztA_1
,sAztA_2
,sAzTI_1
,sAzTI_2
,sAzdZa_1
,sAzdZa_2
,sAMwa_2
,sAzWarI_1
,sAzWala_1
,sAzXa_1
,sAzXa_2
,sAMprawika_2
,sAMprawika_3
,sAMprawika_4
,sAMprawika_5
,sAzya_3
,sAzya_7
,sAzya_9
,sAzsa_5
,sAzsawa_4
,sAzsawa_6
,sAzsawa_7
,sAzsA_1
,sAzsA_2
,sAzsA_3
,sAzsA_4
,sAikA_1
,sAikA_2
,sAira_1
,sAI_2
,sAI_3
,sAI_4
,sAI_5
,sAI_7
,sAIsa_1
,sAuja_1
,sAuja_2
,sAkalya_3
,sAkA_3
,sAkA_5
,sAkAra_3
,sAkina_1
,sAkRI_4
,sAkRya_4
,sAkRyAMkana_1
,sAKa_5
,sAKa_6
,sAKa_8
,sAKA_1
,sAKA_2
,sAKA_3
,sAKi_1
,sAKI_2
,sAgOwI_1
,sAjZa_1
,sAjZa_2
,sAjZa_4
,sAja_4
,sAjana_3
,sAjZiMxA_1
,sAjZiMSa_2
,sAjZiSI_1
,sAJA_5
,sAJA_7
,sAJI_3
,sAtaka_2
,sAtA_1
,sAwwavika_2
,sAwwavika_3
,sAwwavika_4
,sAwwavika_5
,sAwwavika_6
,sAwwvikawA_1
,sAwwvikawA_2
,sAWa_4
,sAWa_5
,sAWarI_1
,sAWarO_1
,sAWarO_2
,sAWI_7
,sAWI_9
,sAWI_10
,sAxagI_5
,sAxA_7
,sAxA_8
,sAxA_10
,sAxAxila_1
,sAxApana_1
,sAxqSyawA_2
,sAXa_4
,sAXa_6
,sAXaka_1
,sAXaka_3
,sAXaka_5
,sAXana_11
,sAXana_13
,sAXana_14
,sAXanA_3
,sAXanA_5
,sAXanA_7
,sAXa_11
,sAXa_13
,sAXanA_8
,sAXa_14
,sAXa_15
,sAXaraNa_1
,sAXaraNa_2
,sAXaraNa_3
,sAXaraNa_4
,sAXaraNa_5
,sAXaraNa_6
,sAXaraNa_8
,sAXaraNa_14
,sAXiwa_6
,sAXiwa_8
,sAXu_5
,sAXu_6
,sAXu_7
,sAXu_8
,sAXu_9
,sAXuwA_6
,sAXuwA_8
,sAXuwA_9
,sAna_12
,sAnanA_1
,sAnanA_2
,sAna_15
,sAnI_1
,sAnI_2
,sAnu_1
,sAnu_2
,sAnu_3
,sAnukUla_1
,sAnniXya_3
,sAnniXya_4
,sAparAXa_1
,sApekRa_4
,sAPZa_1
,sAPZa_3
,sAPZa_4
,sAPZa_5
,sAPZa_7
,sAPZa_8
,sAPZa_13
,sAPZa_15
,sAPZa_16
,sAPZa_17
,sAPZA_1
,sAbara_1
,sAbikZa_1
,sAbikZa_2
,sAbuwa_4
,sAmaMwa_3
,sAmaMwa_5
,sAmaMwa_6
,sAmaMwa_7
,sAmaMwavAxa_1
,sAmaMwIya_1
,sAma_6
,sAma_7
,sAmanA_6
,sAmanA_8
,sAmanA_11
,sAmanA_13
,sAmanA_14
,sAmanA_15
,sAmane_4
,sAmayika_6
,sAmayika_7
,sAmarWI_1
,sAmarWya_5
,sAmarWya_6
,sAmAna_8
,sAmAna_9
,sAmAna_10
,sAmAna_11
,sAmAna_12
,sAmAna_13
,sAmAna_14
,sAmAna_15
,sAmAna_16
,sAmAnya_6
,sAmAnya_7
,sAmAnya_8
,sAmAnya_9
,sAmuxra_1
,sAmya_6
,sAmya_7
,sAmya_8
,sAmya_13
,sAyara_2
,sAyara_3
,sAyAxAra_1
,sAyAbAna_1
,sAyAbAna_3
,sAyA_8
,sAraMga_3
,sAraMga_5
,sAraMga_8
,sAraMga_9
,sAraMga_13
,sAraMga_14
,sAra_9
,sAra_10
,sAra_12
,sAra_14
,sAra_16
,sArahIna_1
,sArAMSa_5
,sAraka_1
,sAraNa_1
,sAraWI_1
,sAra_18
,sAra_20
,sAra_21
,sArA_6
,sAri_1
,sArikA_2
,sAriKa_1
,sArI_1
,sAro_2
,sArWaka_4
,sArWakawA_1
,sArWakawA_3
,sArvajanika_4
,sArvajanika_6
,sArvajanika_7
,sArvajanika_8
,sArvajanikawA_1
,sArvajanIna_1
,sArvawrika_2
,sArvawrika_7
,sArvaxeSika_1
,sArvaBOma_2
,sArvaBOma_3
,sArvaBOmika_2
,sArvaBOmika_3
,sAla_5
,sAla_6
,sAla_7
,sAlana_1
,sAlana_2
,sAla_10
,sAla_11
,sAlisa_2
,sAlI_1
,sAvakASa_2
,sAvakASa_4
,sAvaXAnI_3
,sAvaXAnI_4
,sAvanI_1
,sAvara_1
,sARtAMga_1
,sAsnA_1
,sAha_3
,sAha_4
,sAhaba_1
,sAhaba_3
,sAhaba_4
,sAhaba_5
,sAhaba_6
,sAhaba_8
,sAhaba_9
,sAhaba_10
,sAhabA_1
,sAhabA_2
,sAhabI_3
,sAhabI_5
,sAhasa_8
,sAhasI_2
,sAhasI_3
,sAhasI_4
,sAhasI_5
,sAhAyya_1
,sAhAyya_2
,sAhila_3
,sAhila_4
,sAhilI_1
,siMgA_1
,siMgAra_2
,siMgAra_3
,siMgAlA_2
,siMGa_1
,siMcana_1
,siMcana_3
,siMcAI_2
,siMciwa_3
,siMXArA_1
,siMXura_1
,siMha_3
,sikawA_2
,sikalI_5
,sikalIgara_3
,sikudZaNa_1
,sikudZaNa_2
,sikudZaNa_5
,sikudZaNa_7
,sikudZaNa_8
,sikudZa_1
,sikudZa_4
,sikodZa_1
,sikkA_5
,sikkA_7
,sikkA_8
,sikwa_5
,siKa_1
,siKa_2
,siKarana_3
,siKAI_2
,siKA_5
,siKApana_2
,sijaxA_5
,siJA_1
,siJA_2
,siJA_3
,sitakinI_3
,sittI_3
,sitTI_1
,sitTI_2
,sidZa_1
,sidZa_3
,sidZA_1
,siwa_3
,siwama_3
,siwama_4
,siwA_1
,siwAba_1
,siwAba_2
,siwAba_3
,siwArA_7
,sixOsa_1
,sixXa_4
,sixXa_6
,sixXa_8
,sixXa_14
,sixXa_16
,sixXa_17
,sixXa_18
,sixXa_19
,sixXa_23
,sixXa_26
,sixXa_28
,sixXa_31
,sixXa_32
,sixXawA_1
,sixXi_7
,sixXi_10
,sixXi_11
,sixXi_15
,sinaka_3
,sipara_1
,sipAhiyAnA_2
,sipAhI_8
,sipAhI_9
,sippA_5
,siPZawa_1
,siPZawa_2
,siPZara_2
,siPZara_3
,siPZArawa_1
,siPZArawa_2
,siPZAriSa_1
,siPZAriSa_5
,simata_4
,simatana_1
,simatana_2
,simasima_1
,simwa_2
,siyAlI_1
,siyAsawa_2
,siyAhA_1
,sira_4
,sira_5
,siraja_1
,siraja_2
,sirajanahAra_1
,sirajanahAra_1
,siraja_2
,sirajanA_1
,sirajA_1
,sirA_8
,sirA_9
,sirA_10
,sirA_12
,sirA_2
,sirAja_1
,sirAja_2
,sirAja_3
,sirohI_1
,sirPZa_1
,sila_4
,sila_5
,sila_6
,silaKadZI_2
,silavata_4
,silavata_5
,silavata_6
,silavata_7
,silavAI_1
,silA_4
,silAI_3
,silAI_4
,silAha_1
,silAha_2
,sisaka_3
,sisakAra_3
,sisakArI_1
,sisakArI_3
,sisakArI_4
,sisakI_5
,sisakI_6
,siharana_2
,siharana_3
,sihara_1
,sihara_2
,sihara_3
,sihira_1
,sIMka_3
,sIMka_4
,sIMka_9
,sIMkiyA_2
,sIMgA_1
,sIMgA_2
,sIMca_4
,sIMca_6
,sIKZa_2
,sIja_1
,sIJa_1
,sIJa_3
,sIJa_5
,sIJa_6
,sIJa_7
,sIJa_8
,sItI_2
,sITA_3
,sIDZI_1
,sIDZI_2
,sIwalA_1
,sIwA_1
,sIXa_3
,sIXA_12
,sIXA_14
,sIXA_15
,sIXA_19
,sIXApana_3
,sI_5
,sInA_2
,sInAcAka_1
,sInAjZora_1
,sIpa_2
,sImAMwa_4
,sImAMwa_5
,sImAbaxXa_2
,sImAbaxXa_4
,sImAbaxXa_5
,sImAhina_1
,sImiyA_2
,sIrawa_4
,sIrawa_5
,sIrO_2
,sIla_3
,sIlA_2
,sIvana_1
,sIvana_3
,sIvana_5
,sIvana_6
,sIsa_2
,sIha_1
,suzGAI_1
,suzGAvata_1
,suMxara_6
,suMxara_7
,suAra_1
,sukara_2
,sukIrwi_3
,sukumAra_3
,sukumAra_4
,sukumAra_6
,sukumArawA_1
,sukumArawA_2
,sukUna_4
,sukUna_5
,sukqwa_1
,sukqwa_3
,suKa_6
,suKa_7
,suKa_8
,suKa_9
,suKa_10
,suKa_11
,suKa_12
,suKakara_2
,suKakara_3
,suKaxa_2
,suKaxa_3
,suKamaya_2
,suKAMwa_1
,suKZana_1
,suKZana_2
,suKA_6
,suKena_1
,sugaMXa_6
,sugaMXa_7
,sugaMXiwA_1
,sugaMXiwA_2
,sugawa_2
,sugabugA_1
,sugamawA_2
,sugamawA_3
,suGadZapana_1
,suGadZapana_2
,suGadZAI_1
,suGadZAI_2
,suGadZAI_3
,sucaka_1
,sucaka_2
,sucA_2
,sucAru_5
,sucAru_6
,sucAru_7
,sucAla_1
,suciwwa_2
,suciwwa_3
,sucewI_5
,sujana_4
,sujana_5
,sujana_6
,sujanawA_2
,sujanawA_4
,sujAwa_2
,sujAna_3
,sujAna_6
,sujAna_7
,sujAnapana_1
,sujFAna_1
,sujFAna_3
,sujFAna_5
,suJAI_1
,suTAra_1
,suTAra_2
,suTI_1
,sudZaka_1
,sudZaka_3
,sudZaka_5
,sudZaka_6
,sudZapa_1
,sudZapa_3
,sudOla_3
,suDaMga_1
,suDaMga_2
,suDara_1
,suwa_2
,suwa_3
,suwA_1
,suwAra_1
,suwAra_2
,suwAra_4
,suwArI_1
,suwArI_2
,suwuhI_1
,suwuhI_2
,suWannA_1
,suxarSana_1
,suxaSA_1
,suxurlaBa_1
,suxqDZa_1
,suxqDZa_2
,suxqDZa_6
,suXa_5
,suXa_7
,suXa_8
,suXa_9
,suXaka_1
,suXakA_1
,suXadZana_1
,suXadZana_2
,suXadZana_3
,suXarAI_1
,suXAkara_1
,suXAra_19
,suXAraka_2
,suXAra_20
,suXAra_21
,suXI_1
,suXI_3
,suXIra_2
,suXIra_3
,sunaMxa_1
,sunavEyA_2
,sunAI_1
,sunAI_2
,sunA_6
,sunAnA_1
,sunA_3
,sunA_5
,sunIwi_2
,sunna_6
,sunna_7
,sunna_8
,sunna_10
,sunna_12
,sunnA_1
,sunnA_2
,supaWa_1
,supaWI_1
,supaWya_2
,supAwrawA_1
,supAsa_2
,supAsI_2
,supAsI_5
,supurxa_4
,supurxa_5
,supurxagI_6
,supwa_3
,supwa_4
,suprawiRTA_1
,suprawiRTiwa_1
,suPala_1
,suPala_2
,subakI_1
,subakI_3
,subahA_3
,subahA_4
,subahA_5
,subAsa_1
,subAsa_2
,subAsanA_1
,subAsika_1
,subAhu_3
,subukanA_1
,subuxXi_3
,suBaga_3
,suBaga_4
,suBaga_6
,suBaga_7
,suBaga_8
,suBagawA_1
,suBata_1
,suBAgI_1
,suBAgI_2
,suBAna_1
,suBARiwa_2
,suma_1
,sumawi_5
,sumana_2
,sumana_3
,sumana_4
,sumanasI_1
,sumara_1
,sumara_2
,sumira_1
,sumira_2
,sumuKa_1
,sumuKa_2
,sumuKa_3
,suyaSa_3
,suyaSa_5
,suraMga_8
,suraMga_9
,sura_6
,sura_7
,sura_8
,suragaNa_1
,surakRA_3
,surakRAwmaka_1
,surawa_1
,surawa_2
,surawa_4
,surawa_5
,suraBi_5
,surA_3
,surAga_1
,surAgZa_3
,surAgZa_5
,surAgZa_6
,surAgZI_2
,surIlA_4
,surucipUrNa_2
,surUpa_5
,surUpa_6
,surUra_1
,surErI_1
,surKZI_3
,surwI_1
,sulagana_1
,sulaganA_1
,sulagA_2
,sulaJa_1
,sulata_1
,sulawAna_3
,sulawAnI_2
,sulaBa_7
,sulaha_4
,sulaha_6
,sulAnA_1
,sulA_2
,sulemAnI_1
,suvacana_1
,suvarNa_2
,suvarNa_3
,suvarNa_4
,suvA_1
,suvA_3
,suvAsiwa_1
,suSoBiwa_4
,suSoBiwa_6
,suRama_1
,suRama_2
,susawA_1
,susawA_2
,susamAcAra_1
,susAra_1
,suswAI_1
,suswAI_3
,susWa_4
,susWa_7
,susWira_1
,susWira_2
,susWira_3
,susWira_4
,susWirawA_1
,suhAvana_1
,suhqxa_3
,suhelO_1
,sUzGa_4
,sUzGa_5
,sUzwanA_1
,sUzwa_1
,sUzwa_2
,sUzwa_3
,sUaranI_1
,sUA_2
,sUI_2
,sUI_3
,sUI_6
,sUkara_1
,sUkarI_1
,sUkwa_1
,sUkwa_2
,sUkRma_5
,sUkRma_6
,sUkRma_10
,sUkRma_11
,sUkRma_12
,sUkRma_14
,sUkRma_15
,sUkRma_16
,sUkRma_17
,sUkRmajIvavijFAna_1
,sUkRmaxarSIyaMwra_1
,sUkRmawA_3
,sUKa_5
,sUKa_6
,sUKA_6
,sUKA_9
,sUcaka_4
,sUcaka_5
,sUciwa_3
,sUciwa_5
,sUcI_3
,sUcI_4
,sUcI_5
,sUcI_6
