Entry No   Transliteration                          Word Info            Definition

1028       BUrjaH, mfdutvacaH, prativizA            Birch,@              {%s.%}

1029       vihagaH, vihaMgaH, -gamaH, pakzin        Bird,@               {%s.%}

1030       janman                                   Birth,@              {%s.%}

1031       apUpaH, pizwakaH, pUpaH                  Biscuit,@            {%s.%}

1032       samAMSadvayena viBaj                     Bisect,@             {%v. t.%}

1033       DarmADyakzaH                             Bishop,@             {%s.%}

1034       vanavfzaBaH                              Bison,@              {%s.%}

1035       KalInaH-naM, kavikA                      Bit,@                {%s.%}

1036       SunI, kukkurI, saramA                    Bitch,@              {%s.%}

1037       daMS                                     Bite,@               {%v. t.%}

1038       kawu, tikta                              Bitter,@             {%a.%}

1039       SilAjatu                                 Bitumen,@            {%s.%}

1040       dvikoza                                  Bivalve,@            {%a.%}

1041                                                Bizarre,@            {%a. See%} {@Grotesque.@}

1042       rahasyaM Bid                             Blab,@               {%v. i.%}

1043       kfzRa, SyAma, kfzRavarRa, kAla           Black,@              {%a.%}

1044       mUtrASayaH, basti                        Bladder,@            {%s.%}

1045       GArA, patraM, PalaM                      Blade,@              {%s.%} (Of a sword)

1046       sPowaH, vraRaH-RaM                       Blain,@              {%s.%}

1047       niMd                                     Blame,@              {%v. t.%}

1048       SuklIkf                                  Blanch,@             {%v. t.%}

1049       mfdu, komala, masfRa, sOmya SlakzRa;     Bland,@              {%a.%}

1050       SuBra, Sukla;                            Blank,@              {%a.%}

1051       kaMbalaH, UrRAyuH, rallakaH              Blanket,@            {%s.%}

1052       uccEH nad                                Blare,@              {%v. i.%}

1053                                                Blarney,@            {%s. See%} {@Flattery.@}

1054       ISvaraM niMd                             Blaspheme,@          {%v. t.%}

1055       vAtyA, vAtaH, vAyuvegaH, praBaMjanaH,    Blast,@              {%s.%}

1056                                                Blatant,@            {%s. See%} {@Noisy.@}

1057       jval                                     Blaze,@              {%v. i.%}

1058       BUz                                      Blazon,@             {%v. t.%}

1059       nirRij                                   Bleach,@             {%v. t.%}

1060       atiSIta                                  Bleak,@              {%a.%}

1061       klinnAkza, culla, cilla, pilla;          Blear-eyed,@         {%a.%}

1062       reB                                      Bleat,@              {%v. i.%}

1063       raktaM-ruDiraM                           Bleed,@              {%v. t.%}

1064       dozaH, kalaMkaH, CidraM;                 Blemish,@            {%s.%}

1065       sahasA saMkuc                            Blench,@             {%v. i.%}

1066       miSr                                     Blend,@              {%v. t.%}

1067       putraM laBasva                           Bless,@              {%v. t.%} Gen. ex. by Imperative or
Benedictive of verb; ‘I b. that you
may get a son’

1068       viPalIkf                                 Blight,@             {%v. t.%}

1069       aMDa;                                    Blind,@              {%a.%}

1070       nimIl                                    Blink,@              {%v. i.%}

1071       paramasuKaM, suKAtiSayaH, praharzaH, DanyatA, Bliss,@              {%s.%}

1072       tvaksPowaH, SoPaH; vraRaH-RaM,           Blister,@            {%s.%}

1073       hfzwa, pramudita, sA-                    Blithe, Blithesome,@ {%a.%}

1074       sahimavAtyA, himavarzayutaH praBaM-      Blizzard,@           {%s.%}

1075       Svi                                      Bloat,@              {%v. t.%}

1076       kAzWaM, SilA                             Block,@              {%s.%}

1077       raktaM, ruDiraM, SoRitaM, lohitaM, asraM, Blood,@              {%s.%}

1078       yOvanaBaraH, navayOvanaM;                Bloom,@              {%s. See%} {@Blossom@} below; ‘b.
of youth’

1079       puzpaM, kusumaM, mukulaH-laM, prasavaH,  Blossom,@            {%s.%}

1080       kalaMkaH, dozaH, lakzman                 Blot,@               {%s.%}

1081       kilAsaM, siDmaM; sPowaH, visPowaH        Blotch,@             {%s.%}

1082       A-aBi-GAtaH, prahAraH; pAtanaM,          Blow,@               {%s.%}

1083       tiBimedas                                Blubber,@            {%s.%}

1084       laguqaH, gadA                            Bludgeon,@           {%s.%}

1085       nIla, SyAma                              Blue,@               {%a.%}

1086       sTUla;                                   Bluff,@              {%a.%}

1087       pramAdaH, sKalitaM, dozaH                Blunder,@            {%s.%}

1088       DArAhIna, atIkzRa, kuMWita, niste-       Blunt,@              {%a.%}

1089       kalaMkaH, malaM, dUzaRaM                 Blur,@               {%s.%}

1090       asamIkzya-avicArya-vad                   Blurt,@              {%v. t.%}

1091       lajjAM naw                               Blush,@              {%v. i.%}

1092       garj                                     Bluster,@            {%v. i.%}

1093       ajagaraH, SayuH, vAhasaH                 Boa-constrictor,@    {%s.%}

1094       varAhaH, kiriH-raH, SU(sU)karaH,         Boar,@               {%s.%}

1095       PalakaH-kaM; BojanAsanaM, kAzWaKaMqaM    Board,@              {%s.%}

1096       vikatT                                   Boast,@              {%v. i.%}

1097       nOH, tarIH, taraRi-RI                    Boat,@               {%s.%}

1098       taq                                      Bob,@                {%v. t.%}

1099       taMtukIlaH, kapAlanAqikA                 Bobbin,@             {%s.%}

1100       CinnapucCaDArin                          Bobtail,@            {%s.%}

1101       SuBASuBaM sUc                            Bode,@               {%v. t.%}

1102       kaMcukaH, colaH, kUrpAsakaH-kaM          Bodice,@             {%s.%}

1103       sUci-cI                                  Bodkin,@             {%s.%}

1104       SarIraM, kAyaH, dehaH, vigrahaH,         Body,@               {%s.%}

1105       anUpaH, kacCaBUH, paMkaH                 Bog,@                {%s.%}

1106       vi-A-SaMk                                Boggle,@             {%v. i.%}

1107       CAdmika                                  Bogus,@              {%a.%}

1108       piSAcaH, BUtaH                           Bogy,@               {%s.%}

1109       pac                                      Boil,@               {%v. t.%}

1110       garjanakArin; pracaMqa, utkawa;          Boisterous,@         {%a.%}

1111       SUra, sAhasika                           Bold,@               {%a.%}

1112       skaMDaH, prakAMqaH                       Bole,@               {%s.%}

1113       nAqi-qI                                  Boil,@               {%s.%}

1114       upaDAnaM, upabarhaH; baDaH; AlaMbaH      Boister,@            {%s.%}

1115       argalAbaMDaH, argalaM, kAlakaM, kAlaH-laM Bolt,@               {%s.%}

1116       gulI, gulikA                             Bolus,@              {%s.%}

1117       agnyastraM                               Bomb,@               {%s.%}

1118       darpavacanaM, atiSayokti                 Bombast,@            {%s.%}

1119       nirvyAja, nirvyalIka                     Bonafide,@           {%a.%}

1120       baMDaH, baMDanaM, pASaH, jAlaM;          Bond,@               {%s.%}

1121       modakaH, SarkarAnvitaM drAkzaM           Bonbon,@             {%s.%}

1122       asTi                                     Bone,@               {%s.%}

1123       jayasUcakaH agniH                        Bonfire,@            {%s.%}

1124       sOjanyaM, sujanatA                       Bonhomie,@           {%s.%}

1125       narmavacanaM, rasikokti                  Bonmot,@             {%s.%}

1126       strIDftaM SirovezwanaM, SiraskaM         Bonnet,@             {%s.%}

1127       suMdara                                  Bonny,@              {%a.%}

1128       vinItAcAraH, sujanatA                    Bonton,@             {%s.%}

1129       vetanADikaM dAnaM                        Bonus,@              {%s.%}

1130       suKEkavftti                              Bonvivant,@          {%s.%}

1131       maMdabudDiH, mUQaH, mUrKaH               Booby,@              {%s.%}

1132       pustakaM, graMTaH;                       Book,@               {%s.%}

1133       vAtavasanayazwi,                         Boom,@               {%s.%}

1134       varaH, prasAdaH, anugrahaH               Boon,@               {%s.%}

1135       grAmyaH janaH, grAmyikaH, vfzalaH        Boor,@               {%s.%}

1136       upAnah                                   Boot,@               {%v. t.%} or {%s. See%} {@Avail.@} {%-s%}

1137       pawamaMqapaH, upakAryA, pawaBavanaM      Booth,@              {%s.%}

1138       loptraM, luMWitaM, luMWanaM              Booty,@              {%s.%}

1139       rasaSoDanaH, biqaM                       Borax,@              {%s.%}

1140       paryaMtaH-taM, prAMtaH, parisaraBUmi     Border,@             {%s.%}

1141       CidraM, raMDraM                          Bore,@               {%s.%}

1142       udIcIna, uttara                          Boreal,@             {%a.%}

1143       uttaravAyuH                              Boreas,@             {%s.%}

1144       fRaM kf                                  Borrow,@             {%v. t.%}

1145       vakzas                                   Bosom,@              {%s.%}

1146       gaMqaH                                   Boss,@               {%s.%}

1147       udBidvidyA, OzaDiSAstraM, vanaspati-     Botany,@             {%s.%}

1148       vraRaH-RaM, sPowaH                       Botch,@              {%s.%}

1149       uBO, uBe; uBaya-dvi                      Both,@               {%pron. a.%}

1150       kliS                                     Bother,@             {%v. t.%}

1151       kAcakUpI-pAtraM-BAjanaM                  Bottle,@             {%s.%}

1152       talaM, aDoBAgaH;                         Bottom,@             {%s.%}

1153       nepaTyagfhaM                             Boudoir,@            {%s.%}

1154       nepaTya-veSa-ADmAta                      Bouffant,@           {%a.%}

1155       SAKA, viwapaH                            Bough,@              {%s.%}

1156                                                Boulder.@            {%s. See%} {@‘Rock.’@}

1157       prapat                                   Bounce,@             {%v. i.%}

1158       pluti                                    Bound,@              {%s.%}

1159       vadAnya, udAra,                          Bounteous, Bountiful,@ {%a.%}

1160       kusumastabakaH, puzpagucCaH              Bouquet,@            {%s.%}

1161                                                Bourn,@              {%See%} {@Boundary.@}

1162       vAraH;                                   Bout,@               {%s.%}

1163       gavya                                    Bovine,@             {%a.%}

1164       nam                                      Bow,@                {%v. i.%}

1165       aMtrARi                                  Bowels,@             {%s.%}

1166       kuMjaH-jaM, latAmaMqapaH                 Bower,@              {%s.%}

1167       pAtraM, BAjanaM, SarAvaH                 Bowl,@               {%s.%}

1168       pewikA, samudgakaH, saMpuwaH, piwakaH, maM- Box,@                {%s.%}

1169       bAlaH-lakaH, SiSuH, kumAraH-rakaH, dA-   Boy,@                {%s.%}

1170       vyavasAyabahizkAraH                      Boycot,@             {%s.%}

1171                                                Brabble,@            {%See%} {@Quarrel.@}

1172       yugmaM, yugaM, yugalaM, dvayaM, yugulaM  Brace,@              {%s.%}

1173       kaMkaRaM, kawakaH-kaM, AvApakaH,         Bracelet,@           {%s.%}

1174       nAgadaMtaH                               Bracket,@            {%s.%}

1175       kzAra, kzArarasayukta                    Brackish,@           {%a.%}

1176       vikatT-, SlAG                            Brag,@               {%v. i.%}

1177       brAhmaRaH, vipraH, dvijaH, dvijanman     Brahman,@            {%s.%}

1178       kabarI, veRi-RI                          Braid,@              {%s.%}

1179       aMDalipi                                 Braille,@            {%s.%}

1180       mastizkaM, mastikaM, gordaM              Brain,@              {%s%}

1181       gulmagahanaM, kaMwakavanaM               Brake,@              {%s.%}

1182       kaMwakaH, kaMwakagulmaH, gokzuraH        Bramble,@            {%s.%}

1183       tuzaH, DAnyatvac                         Bran,@               {%s.%}

1184       SAKA, viwapaH                            Branch,@             {%s.%}

1185       alAtaM, ulkA, dagDakAzWaM                Brand,@              {%s.%}

1186       pari-Bram                                Brandish,@           {%v. t.%}

1187       surA, AsavaM, vAruRI, sIDu               Brandy,@             {%s.%}

1188       kalahaH, vyAkroSaH                       Brangle,@            {%s.%}

1189       pittalaM, ArakUwaH-waM, rIti-tI          Brass,@              {%s.%}

1190       SiSuH, bAlaH, bawuH                      Brat,@               {%s.%}

1191       Barts                                    Brave,@              {%v. t.%}

1192       sADu, sADu sADu                          Bravo,@              {%interj.%}

1193       kaliH, kalahaH, vivAdaH, dvaMdvaM, viprati- Brawl,@              {%s.%}

1194       SUkaramAMsaM                             Brawn,@              {%s.%}

1195       cItkAraSabdaM kf                         Bray,@               {%v. t.%}

1196       pittalena saMDA                          Braze,@              {%v. t.%}

1197       CidraM, raMDraM                          Breach,@             {%s.%}

1198       apUpaH, pizwakaH, kAMdavaM               Bread,@              {%s.%}

1199                                                Breadth,@            {%s. See%} under {@Broad.@}

1200       BaMj                                     Break,@              {%v. t.%}

1201       uras                                     Breast,@             {%s.%}

1202       Svas                                     Breathe,@            {%v. i.%}

1203       paScAdBAgaH, nitaMbaH, kawideSaH         Breech,@             {%s.%}

1204       jan                                      Breed,@              {%v. t.%}

1205       mfdupavanaH, maMdAnilaH,                 Breeze,@             {%s.%}

1206       saMhitA, saMgrahaH                       Breviary,@           {%s.%}

1207       kzepaH, samAsaH, saMhAraH, saMgrahaRaM   Brevity,@            {%s.%}

1208       yavasuraM                                Brew,@               {%v. t.%} (

1209       utkocaH, upAyana                         Bribe,@              {%s.%}

1210       izwakA, suDA;                            Brick,@              {%s.%}

1211       vivAhotsavaH, udvAhakarman               Bridal,@             {%s.%}

1212       vaDUH, navavaDU; pARigfhItA, navoQA      Bride,@              {%s.%}

1213       setuH, DaraRaM, saMvaraH,                Bridge,@             {%s.%}

1214       valgA; raSmiH;                           Bridle,@             {%s.%}

1215       svalpa, acira, alpakAla, kzaRika         Brief,@              {%a.%}

1216       gokzuraH, kaMwakagulmaH                  Briar, Brier,@       {%s.%}

1217       kUpakadvayayutaH potaH                   Brig,@               {%s.%}

1218       camUH, vAhinI, sEnyadalaM, gulmaH-       Brigade,@            {%s.%}

1219       dasyuH, cOraH                            Brigand,@            {%s.%}

1220       ujjvala, pradIpta, BAsura, rucira,       Bright,@             {%a.%}

1221                                                Brilliance,@         {@Brilliant,@} {%See%} {@Bright.@}

1222       kaMWaH, prAMtaH, muKaM, DAraH, karRaH;   Brim,@               {%s.%}

1223       gaMDakaH                                 Brimstone,@          {%s.%}

1224       citratA, citrAMgatvaM, SabalatvaM        Brindle,@            {%s.%}

1225       lavaRajalaM                              Brine,@              {%s.%}

1226       AnI,                                     Bring,@              {%v. t.%}

1227       tIraM, tawaH-waM, kUlaM                  Brink,@              {%s.%}

1228       capala, tvarita, kzipra, avilaMba        Brisk,@              {%a.%}

1229       pulakita -romAMcita-kaMwakita            Bristle,@            {%v. i.%}

1230       BaMgura, Bidura, suKaBedya, suBaMga      Brittle,@            {%a.%}

1231       daMSaH; gomakzikA                        Brize,@              {%s.%}

1232       SUlaH, SaMkuH, kIlaH-laM                 Broach,@             {%s.%}

1233       vistIrRa, pfTu, vipula, vistfta,         Broad,@              {%a.%}

1234       kArmikavastraM                           Brocade,@            {%s.%}

1235       laGupustakaM                             Brochure,@           {%s.%}

1236       prAkftaBAzA, apaBraMSaH                  Brogue,@             {%s.%}

1237       citr                                     Broider,@            {%v. t.%}

1238       tap-pac                                  Broil,@              {%v. i.%}

1239       nirUpitamUlyena kAryanirvAhakaH          Broker,@             {%s.%}

1240                                                Bronze,@             {%s. See%} {@Brass.@}

1241       vakzoBUzaRaM, uromaRiH                   Brooch,@             {%s.%}

1242       aMqAnAM                                  Brood,@              {%v. i.%} (lit.) (

1243       kusarit                                  Brook,@              {%s.%}

1244       saMmArjanI, SoDanI                       Broom,@              {%s.%}

1245       sUpaH, yU(jU)zaM                         Broth,@              {%s.%}

1246       veSaH, veSyAlayaH, gaRikAgfhaM           Brothel,@            {%s.%}

1247       BrAtf                                    Brother,@            {%s.%}

1248       kawakaH, utsaMgaH,                       Brow,@               {%s.%}

1249       kapiSa, piSaMga                          Brown,@              {%a.%}

1250       ad                                       Browse,@             {%v. t.%}

1251       fkzaH, BallUkaH,                         Bruin,@              {%s.%}

1252       apakf                                    Bruise,@             {%v. t.%}

1253       DvaniH                                   Bruit,@              {%s.%}

1254       SyAmA, SyAmavarRA                        Brunette,@           {%s.%}

1255       BAraH;                                   Brunt,@              {%s.%}

1256       AGarzaRI; lomamayI mArjanI               Brush,@              {%s.%}

1257       avinIta                                  Brusque,@            {%a.%}

1258       paSuH, tiryas                            Brute,@              {%s.%}

1259       budbudaH, qibiMkA                        Bubble,@             {%s.%}

1260                                                Bubby,@              {%s. See%} {@Breast.@}

1261       graMTi                                   Bubo,@               {%s.%}

1262       hariRaH, mfgaH                           Buck,@               {%s.%}

1263       araGawwaH, udaMcanaM, GawIyaMtraM        Bucket,@             {%s.%}

1264       kuqupaH, gaMqakaH                        Buckle,@             {%s.%}

1265       sTUlapawwaM-pawaH                        Buckram,@            {%s.%}

1266       kalikA, kOrakaH-kaM, mukulaH-laM, ku-    Bud,@                {%s.%}

1267       pracal                                   Budge,@              {%v. i.%}

1268       SARapuwaH, dfti                          Budget,@             {%s.%}

1269       mahizacarman                             Buff,@               {%s.%}

1270       mahizaH;                                 Buffalo,@            {%s.%}

1271       AGAta-BaMjakaH                           Buffer,@             {%s.%}

1272       muzwiprahAraH, karAGAtaH, capewikA       Buffet,@             {%s.%}

1273       vidUzakaH, vEhAsikaH, BaMqaH             Buffoon,@            {%s.%}

1274       matkuRaH, uddaMSaH;                      Bug,@                {%s.%}

1275       kohalaH-lA, vyADaSfMgaM-vizARaM          Bugle,@              {%s.%}

1276       nirmA                                    Build,@              {%v. t.%}

1277       kaMdaH-daM, golamUlaM                    Bulb,@               {%s.%}

1278       bahirlaMb                                Bulge,@              {%v. i.%}

1279       pramARaM, parimARaM, mAtrA               Bulk,@               {%s.%}

1280       vfzaH, vfzaBaH, balIvardaH,              Bull,@               {@Bullock,@} {%s.%}

1281       sIsakagulikA                             Bullet,@             {%s.%}

1282       SarIrasTitijYApakaM patraM               Bulletin,@           {%s.%}

1283       hiraRyaM; rUpyaM                         Bullion,@            {%s.%}

1284       piMqISUraH, SUraMmanya; dAMBikaH, kalaha- Bully,@              {%s.%}

1285       vapraH-praM, prAkAraH                    Bulwark,@            {%s.%}

1286       nitaMbaH, kawiproTaH                     Bum,@                {%s.%}

1287       sPowaH, gaMqaH, SoPaH                    Bump,@               {%s.%}

1288       atipUrRaM pAtraM; cazakaH;               Bumper,@             {%s.%}

1289       vfzalaH, jAnapadaH, grAmyajanaH          Bumpkin,@            {%s.%}

1290       sAvalepa, avalipta                       Bumptious,@          {%a.%}

1291       gucCaH, stabakaH                         Bunch,@              {%s.%}

1292       BAraH, kUrcaH, powalikA, gucCaH,         Bundle,@             {%s.%}

1293       CidraM niruD                             Bung,@               {%v. t.%}

1294       harmyaM                                  Bungalow,@           {%s.%}

1295       adakzatayA kAryaM nirvah                 Bungle,@             {%v. i.%}

1296       akulInA strI                             Bunter,@             {%s.%}

1297       DvajapawaH, ketuvasanaM                  Bunting,@            {%s.%}

1298       uttaMB                                   Buoy,@               (up) {%v. t.%}

1299       BAraH, BaraH, Dur                        Burden,@             {%s.%}

1300       ADAraH                                   Bureau,@             {%s.%}

1301       aniyaMtritaSAsana                        Bureaucratic,@       {%a.%}

1302       nagaraM, puraM                           Burgh,@              {%s.%}

1303       saMDicOraH, gfhaBaMgakft                 Burglar,@            {%s.%}

1304       nagarADyakzaH                            Burgomaster,@        {%s.%}

1305       SvAsaniroDena han                        Burke,@              {%v. t.%}

1306       parihAsakara                             Burlesque,@          {%a.%}

1307                                                Burly,@              {%a. See%} {@Big.@}

1308       dah                                      Burn,@               {%v. t.%}

1309       pramfj                                   Burnish,@            {%v. t.%}

1310       bilaM, vivaraM, gartaH-rtA               Burrow,@             {%s.%}

1311       DanADyakzaH, kozADipatiH                 Bursar,@             {%s.%}

1312       sPur                                     Burst,@              {%v. i.%}

1313                                                Burthen,@            {%s. See%} {@Burden.@}

1314       niKan                                    Bury,@               {%v. t.%}

1315       gulmaH-lmaM, kzupaH, staMbaH;            Bush,@               {%s.%}

1316       kAryaM, arTaH, kftyaM, karman            Business,@           {%s.%}

1317                                                Buss,@               {%See%} {@Kiss.@}

1318       UrDvakAyapratimA-pratikfti               Bust,@               {%s.%}

1319       saMBramaH, AkulatvaM, tvarA, vyagratA    Bustle,@             {%s.%}

1320       vyApfta                                  Busy,@               {%a.%}

1321       anya, itara, fte                         But,@                {%prep.%}

1322       SO                                       Butcher,@            

1323       gfhakarma-dAsaH-karaH                    Butler,@             {%s.%}

1324       lakzyaM, SaraDyaM                        Butt,@               {%s.%}

1325       navanItaM, navodDftaM; daDijaM, kilAwaH; Butter,@             {%s.%}

1326       citrapataMgaH                            Butterfly,@          {%s.%}

1327       nitaMbaH, kawiproTaH, jaGanaM, SroRi-    Buttock,@            {%s.%}

1328       gaMqaH, kuqupaH,                         Button,@             {%s.%}

1329       vapraH-praM, ADArArTaM kftaH prAkAraH    Buttress,@           {%s.%}

1330       sAnaMda, praPullavadana, hfzwa           Buxom,@              {%a.%}

1331       krI                                      Buy,@                {%v. t.%}

1332       guMj                                     Buzz,@               {%v. i.%}

1333       SyenakaH                                 Buzzard,@            {%s.%}

1334       rAmeRa hataH, bARena hataH,              By,@                 {%prep.%} Gen. ex. by instr. of noun;

1335       vrajaH, gozwaM, goSAlA                   Byre,@               {%s.%}

1336       ekASvavAhanaM-SakawaH;                   C@}


<L>1336<pc>046<k1>cab<k2>cab
{@Cab,@ {%s.%}

1337       gUQamaMtraRA, kuvicAraRA                 Cabal,@              {%s.%}

1338       gUQaSAstraM, guptavidyA                  Cabala,@             {%s.%}

1339       SAkaM, haritakaM                         Cabbage,@            {%s.%}

1340       kuwi-wI                                  Cabin,@              {%s.%}

1341       nOrajju                                  Cable,@              {%s.%}

1342       dozatrayaM, triidozaM, SarIradozaH       Cachexy,@            {%s.%}

1343       awwahAsaH, prahAsaH                      Cachination,@        {%s.%}

1344       kUjanaM, haMsarutaM; a-                  Cackle, Cackling,@   {%s.%}

1345       grAmyajanaH, asaByaH                     Cad,@                {%s.%}

1346       Savatulya, SavasavarRa                   Cadaverous,@         {%a.%}

1347       saMdeSaharaH, dUtaH                      Caddie,@             {%s.%}

1348       pAtaH, cyuti                             Cadence,@            {%s.%}

1349       anujaH, avarajaH                         Cadet,@              {%s.%}

1350       CadmanA jIvikAM kf                       Cadge,@              {%v. i.%}

1351       pAnagfhaM                                Cafe,@               {%s.%}

1352       vicCedaH, virAmaH                        Cæesura,@            {%s.%}

1353       paMjaraH-raM, piMjaraM,- vItaMsaH        Cage,@               {%s.%}

1354       upala-pAzARa-rASiH, SilAsamuccayaH,      Cairn,@              {%s.%}

1355       KalaH, SaWaH, durvfttaH;                 Caitiff,@            {%s.%}

1356       lal                                      Cajole,@             {%v. t.%}

1357       pUpaH, pizwakaH, apUpaH                  Cake,@               {%s.%}

1358       vipad                                    Calamity,@           {%s.%}

1359       vetraH, veRuH                            Calamus,@            {%s.%}

1360       keliraTaH, krIqAyAnaM                    Calash,@             {%s.%}

1361       SArkarIya                                Calcareous,@         {%a.%}

1362       BasmIkf                                  Calcine,@            {%v. t.%}

1363       gaR                                      Calculate,@          {%v. t.%}

1364       SilA-aSma-maya                           Calculous,@          {%a.%}

1365       aSmarI, mUtrakfcCraM                     Calculus,@           {%s.%}

1366       piWaraH-raM, uKA, kuMqaM, sTAlI          Caldron,@            {%s.%}

1367       tap                                      Calefy,@             {%v. t.%}

1368       paMjI, paMjikA                           Calendar,@           {%s.%}

1369       pratipad                                 Calends,@            {%s.%}

1370       govatsaH, vatsaH, tarRakaH               Calf,@               {%s.%}

1371       Cidra; CidravyAsaH                       Calibre,@            {%s.%}

1372       citritakArpAsapawaH                      Calico,@             {%s.%}

1373                                                Caligation,@         {%See%} {@Darkness.@}

1374       SoBanaleKanakalA-SilpaM                  Caligraphy,@         {%s.%}

1375       vyAyAmaH                                 Calisthenics,@       {%s.%}

1376       puzpagarBaH, puzpakoSaH                  Calix,@              {%s.%}

1377       hve                                      Call,@               {%v. t.%}

1378                                                Calligraphy,@        {%See%} {@Caligraphy.@}

1379       kaWina, Gana                             Callous,@            {%a.%}

1380       ajAtapakza, pakzahIna                    Callow,@             {%a.%}

1381       pra-upa-SAMta, niScala, prasanna, stimita, Calm,@               {%a.%}

1382       uzRatA, tApaH                            Caloric,@            {%s.%}

1383       tApakara                                 Calorific,@          {%a.%}

1384       vatsaM sU                                Calve,@              {%v. i.%}

1385       pari-apa-vad                             Calumniate,@         {%v. t.%}

1386       cUrRaM, Basman                           Calx,@               {%s.%}

1387                                                Calyx,@              {%s. See%} {@Calix.@}

1388       aMSukaM, dukUlaM                         Cambric,@            {%s.%}

1389       uzwraH; kamelakaH, mayaH, mahAMgaH       Camel,@              {%s.%}

1390       rAtriyudDaM                              Camisado,@           {%s.%}

1391       UrRAvastraM                              Camlet,@             {%s.%}

1392       SibiraM, niveSanasTAnaM, niveSaH         Camp,@               {%s.%}

1393       samaraBUmi                               Campaign,@           {%s.%}

1394       karpUraH-raM, GanasAraH, sitABraH, hima- Camphor,@            {%s.%}

1395       cipiwa                                   Camus,@              {%a.%}

1396       Sak                                      Can,@                {%v. i.%}

1397       kulyA, praRAlI                           Canal,@              {%s.%}

1398       aSradDeyA kaTA                           Canard,@             {%s.%}

1399       ava-vi-lup                               Cancel,@             {%v. t.%}

1400       karkawaH, karkaH                         Cancer,@             {%s.%}

1401                                                Candent,@            {%a. See%} {@Ho@}

1402       nizkapawa, nirvyAja, sarala, sPuwa-      Candid,@             {%a.%}

1403       arTin                                    Candidate,@          {%s.%}

1404       DavalIkf                                 Candify,@            {%v. t.%}

1405       dIpaH, dIpikA, varti-rtI                 Candle,@             {%s.%}

1406       GanI-KaMqI-sAMdrI-kf                     Candy,@              {%v. t.%}

1407       vetasaH, vetraH, veRuH, vaMSaH, vAnIraH  Cane,@               {%s.%}

1408       kukkurIya, Svan                          Canine,@             {%a.%}

1409       vidraDiH, vraRaH                         Canker,@             {%s.%}

1410       nfBuMj                                   Cannibal,@           {%s.%}

1411       guliprakzepaRI lohanAqi-qI               Cannon,@             {%s.%}

1412       laGunOkA, uqupaM, plavaH, kolaH          Canoe,@              {%s.%}

1413       viDiH, niyamaH; SAstraM, vyavasTA        Canon,@              {%s.%}

1414       vitAnaM, ullocaH, AcCAdanaM,             Canopy,@             {%s.%}

1415       susvara, maDusvana                       Canorous,@           {%a.%}

1416       pariBAzA, kalpitasaMjYA                  Cant,@               {%s.%}

1417       durAgraha, durdama, Agrahin              Cantankerous,@       {%a.%}

1418       visPowakIwakaH                           Cantharides,@        {%s.%}

1419       apAMgaH- gaM, netraparyaMtaH             Canthus,@            {%s.%}

1420       gE                                       Cantillate,@         {%v. t.%} or {%v. i.%}

1421       KaMqaH, BAgaH                            Cantle, Cantlet,@    {%s.%}

1422       sargaH, parvan                           Canto,@              {%s.%}

1423       cakraM, BUBAgaH, pradeSaH                Canton,@             {%s.%}

1424       utsAhin, tejasvin                        Canty,@              {%a.%}

1425       SaRavastraM, SARaM, sTUlapawaH           Canvas,@             {%s.%}

1426       pari-Ikz                                 Canvass,@            {%v. t.%} Beg, q. v. {@2@}

1427       SirastrARaM, SiraskaM, SirovastraM, Sirove- Cap,@                {%s.%}

1428       samarTa, Sakta, kzama, yogya, ucita;     Capable,@            {%a.%}

1429       viSAla, uru, prasfta;                    Capacious,@          {%a.%}

1430       upayukta-kzama                           Capacitate,@         {%v. t.%}

1431       DAraRaSakti                              Capacity,@           {%s.%}

1432       naKaSiKAMtaM, sarvAMgaM                  Cap-a-pie,@          {%adv.%}

1433       AstaraRaM; aSvasajjA-prasADanaM,         Caparison,@          {%s.%}

1434       samudgakaH, saMpuwaH                     Capcase,@            {%s.%}

1435       BUSiras                                  Cape,@               {%s.%}

1436                                                Caper,@              {%s. See%} {@Leap.@}

1437       keSaraH-raM, kiMjalkaH                   Capillament,@        {%s.%}

1438       keSopama; sUkzma, keSa                   Capillary,@          {%a.%}

1439       SrezWa, parama, muKya, praDAna, viSizwa, Capital,@            {%s.%}

1440       ekEkaSaH parigaRanaM; mastaka-           Capitation,@         {%s.%}

1441       Satruhaste AtmAnaM sasamayaM             Capitulate,@         {%v. i.%}

1442       kAmacAraH, cApalyaM, manolOlyaM;         Caprice,@            {%s.%}

