Entry No   Transliteration                          Word Info            Definition
455        kzamAprArTanA, kzamAyAcanA, svadoza-     Apology,@            {%s.%}

456        kaPanASana                               Apophlegmatic,@      {%a.%}

457        sUtraM, vacanaM, nItivacanaM             Apophthegm,@         {%s.%}

458        aMgavikfti                               Apoplexy,@           {%s.%}

459        svaDarmatyAgin                           Apostate,@           {%s.%}

460        ISvarapreritaH, ISvaradUtaH              Apostle,@            {%s.%}

461        saMboDanaM                               Apostrophe,@         {%s.%}

462        OzaDAnAM vikretf                         Apothecary,@         {%s.%}

463        saM-vi-tras                              Appall,@             {%v. t.%}

464        upakaraRaM, sAmagrI                      Apparatus,@          {%s.%}

465        veSaH-zaH, vastra, pariDAnaM, ABaraRaM   Apparel,@            {%s.%}

466        vyakta, aBivyakta, sPuwa, spazwa,        Apparent,@           {%a.%}

467        ABAsaH, CAyA, AkAraH                     Apparition,@         {%s.%}

468        punarvicAraM prArT                       Appeal,@             {%v. i.%}

469        udi                                      Appear,@             {%v. i.%}

470        sAM                                      Appease,@            {%v. t.%}

471        aBiDAyin                                 Appellation,@        {%s. See%} {@Name.-Appellative,@}
{%a.%}

472        anubaMD                                  Append,@             {%v. t.%}

473        anubaMDaH; upakaraRaM, upaskaraH,        Appertain,@          {%v. i. See%} {@Belong. -Apper-@}
{@-tenance,@} {%s.%}

474        kAmaH, rAgaH, aBilAzaH, icCA,            Appetite,@           {%s.%}

475        praSaMs                                  Applaud,@            {%v. t.%}

476        AtAvfkzaH,-PalaM                         Apple,@              {%s%}

477        saMyuj                                   Apply,@              {%v. t.%}

478        yuj                                      Appoint,@            {%v. t.%}

479                                                 Apportion,@          {%See%} {@Divide.@}

480        yukta, yaTArTa, saMgata                  Apposite,@           {%a.%}

481        samAnADikaraRaM, ekAnvayaH               Apposition,@         {%s.%}

482        mUlyaM                                   Appraise,@           {%v. t.%} (goods) (

483        guRAguRaM                                Appreciate,@         {%v. t.%} (

484        grah                                     Apprehend,@          {%v. t.%}

485        SilpavidyASizyaH, aMtevA-                Apprentice,@         {%s.%}

486                                                 Apprise@             (of), {%See%} {@Inform.@}

487        upa-samupa-aBi-gam                       Approach,@           {%v. t.%}

488        AtmasAt kf                               Appropriate,@        {%v. t.%}

489        anumud                                   Approve,@            {%v. t.%}

490        upanI                                    Approximate,@        {%v. t.%}

491        cEtraH, maDumAsaH, vESAKaH               April,@              {%s.%}

492        malanivAraRArTaM                         Apron,@              {%s.%} (

493        anurUpaM, yaTA                           Apropos,@            {%adv.%}

494        ucita, yogya, yukta                      Apt,@                {%a.%}

495        jalacaraprARisaMgrahaH-palvalaM          Aquarium,@           {%s.%}

496        jala                                     Aquatic,@            {%a.%}

497        jalapraRAlI, jalamArgaH, parIvAhaH       Aqueduct,@           {%s.%}

498        jalamaya                                 Aqueous,@            {%a.%}

499        garUqacaMcusadfSa                        Aquiline,@           {%a.%}

500        karzaRIya, kfziyogya                     Arable,@             {%a.%}

501        maDyasTaH; nirRetf                       Arbiter,@            {%s.%}

502        svecCAcArin, kAmacArin,                  Arbitrary,@          {%a.%}

503        latAgfhaM, kuMjaH, nikuMjaH-jaM, parRa-  Arbour,@             {%s.%}

504        vfttaKaMqaM, Danus                       Arc.@                {%s.%}

505        AcCAditapaTaH-mArgaH                     Arcade,@             {%s.%}

506        grAmya, grAmIRa                          Arcadian,@           {%a.%}

507        KaMqamaMqalaM, vfttaKaMqaM;              Arch,@               {%s.%}

508        Arza, prAcIna                            Archaic,@            {%a,%}

509        prAcIna-Arza-prayogaH                    Archaism,@           {%s.%}

510        purARavastuSAstraM                       Archæology,@         {%s.%}

511        Danvin                                   Archer,@             {%s.%}

512        mUlarUpaM, AdarSaH                       Archetype,@          {%s.%}

513        dvIpasamUhaH                             Archipelago,@        {%s.%}

514        sTapatiH, Silpin                         Architect,@          {%s.%}

515        graMTarakzAgAraM                         Archives,@           {%s.%}

516        uttara, udIcIna, uttarakeMdrIya          Arctic,@             {%a.%}

517        uttapta, pracaMqa, utkawa, utsuka, kutU- Ardent,@             {%a.%}

518        duzkara, yatnasADya, duHsADya, su-       Arduous,@            {%a.%}

519        PalaM;                                   Area,@               {%s.%}

520        raMgaH, raMgaBUmi                        Arena,@              {%s.%}

521        rAjata                                   Argent,@             {%a.%}

522        tark                                     Argue,@              {%v. i.%}

523        Suzka, AtapAkrAMta;                      Arid,@               {%a.%}

524        yuktaM, yaTAtaTaM, yaTAsTAnaM,           Aright,@             {%adv.%}

525        utTA                                     Arise,@              {%v. i.%}

526        kulIna-viSizwa-janAH                     Aristocracy,@        {%s.%}

527        aMkavidyA-gaRitaM, parikarman            Arithmetic,@         {%s.%}

528        nO                                       Ark,@                {%s.%}

529        bAhuH, BujaH, BujA, dos                  Arm,@                {%s.%}

530        bfhannOsADanaM                           Armada,@             {%s.%}

531        balaM, sajjIkftaM balaM, yudDopa-        Armament,@           {%s.%}

532        yudDavirati                              Armistice,@          {%s.%}

533        kAvacika, AyuDIya, AyuDika               Armorial,@           {%s.%}

534        varman                                   Armour,@             {%s.%}

535        senA, sEnyaM, balaM, vAhinI, camUH,      Army,@               {%s.%}

536        gaMDaH, AmodaH, parimalaH                Aroma,@              {%s.%}

537        paritaH, amitaH                          Around,@             {%prep.%}

538        jAgf                                     Arouse,@             {%v. t.%} (Frem sleep)

539                                                 Arraign,@            {%v. t. See%} {@Accuse.@}
